Percentile	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
PREP0311_NMeji15612A_F02v1_72852_bl_S14_L003_aligned.sorted	1241741.0	1392349.0	1499538.0	1559161.0	1621247.0	1669622.0	1715424.0	1784122.0	1828045.0	1864361.0	1916405.0	1969410.0	2021071.0	2041603.0	2072391.0	2098772.0	2148134.0	2211877.0	2249309.0	2250840.0	2248258.0	2295739.0	2336128.0	2341871.0	2314216.0	2326879.0	2349116.0	2365390.0	2403865.0	2427000.0	2461406.0	2492561.0	2494554.0	2503092.0	2529455.0	2554316.0	2571019.0	2599355.0	2639213.0	2656163.0	2633628.0	2642351.0	2645463.0	2647126.0	2658995.0	2673290.0	2679265.0	2678069.0	2647838.0	2639776.0	2663123.0	2679724.0	2719183.0	2715845.0	2738145.0	2761849.0	2781561.0	2773381.0	2789401.0	2804331.0	2797178.0	2817262.0	2841652.0	2841374.0	2839792.0	2838216.0	2841964.0	2858471.0	2885022.0	2899785.0	2919715.0	2953471.0	2978634.0	2999145.0	3026310.0	3071139.0	3077741.0	3089556.0	3108382.0	3103112.0	3100002.0	3086970.0	3108561.0	3141822.0	3187505.0	3235320.0	3270333.0	3275829.0	3318936.0	3345627.0	3349165.0	3379370.0	3383818.0	3389294.0	3398256.0	3402452.0	3438348.0	3426687.0	3293487.0	3237602.0
PREP0311_NMeji15612A_F03v1_365338_h_S22_L003_aligned.sorted	2335703.0	2646918.0	2866541.0	3011327.0	3151059.0	3287876.0	3414450.0	3539968.0	3632245.0	3725545.0	3830305.0	3931833.0	4012781.0	4094657.0	4167189.0	4239486.0	4285467.0	4314389.0	4350989.0	4421110.0	4452947.0	4481434.0	4523801.0	4587570.0	4619759.0	4659148.0	4687088.0	4721631.0	4778174.0	4802427.0	4856152.0	4864159.0	4880389.0	4909313.0	4941371.0	4965157.0	4996956.0	4999019.0	4959849.0	4989887.0	4972584.0	4972249.0	4963213.0	4972616.0	4968430.0	4973026.0	4990156.0	4988731.0	4999966.0	4991506.0	5039866.0	5040134.0	5044335.0	5066734.0	5071122.0	5100829.0	5113920.0	5125067.0	5140815.0	5159715.0	5182639.0	5175324.0	5195379.0	5157486.0	5203038.0	5234728.0	5233421.0	5245453.0	5265167.0	5259517.0	5249327.0	5251457.0	5261775.0	5273301.0	5276270.0	5295871.0	5292413.0	5303555.0	5296893.0	5302727.0	5311034.0	5317556.0	5328473.0	5302124.0	5297227.0	5291018.0	5289099.0	5285963.0	5279580.0	5293333.0	5248644.0	5251081.0	5211407.0	5163525.0	5104559.0	5095028.0	5114683.0	5069503.0	5004679.0	4925367.0
PREP0311_NMeji15612A_F04v1_366494_l_S30_L003_aligned.sorted	1187662.0	1313947.0	1406123.0	1478540.0	1558230.0	1620294.0	1671685.0	1732952.0	1791210.0	1827746.0	1875748.0	1928237.0	1965368.0	2004426.0	2043982.0	2094616.0	2126845.0	2186508.0	2245101.0	2271724.0	2307304.0	2349417.0	2393085.0	2402559.0	2450383.0	2470086.0	2496771.0	2524299.0	2535668.0	2578174.0	2613499.0	2638250.0	2693027.0	2728042.0	2760978.0	2808525.0	2841851.0	2877771.0	2883219.0	2940476.0	2972908.0	3008189.0	3031176.0	3072866.0	3090933.0	3128175.0	3173530.0	3210252.0	3249115.0	3290832.0	3350572.0	3400485.0	3435460.0	3483180.0	3528740.0	3578015.0	3634034.0	3680172.0	3718334.0	3777002.0	3814123.0	3864102.0	3889820.0	3919621.0	3981714.0	4032843.0	4071143.0	4124224.0	4189754.0	4216648.0	4249005.0	4308299.0	4359965.0	4398052.0	4442705.0	4517796.0	4563844.0	4622292.0	4682917.0	4728617.0	4805725.0	4849388.0	4899150.0	4947610.0	5007773.0	5053228.0	5107176.0	5158914.0	5200451.0	5245055.0	5279834.0	5351054.0	5374745.0	5395478.0	5425778.0	5445213.0	5450496.0	5434581.0	5372563.0	5325395.0
PREP0311_NMeji15612A_F05v1_365335_l_S38_L003_aligned.sorted	1184827.0	1317884.0	1419570.0	1491285.0	1573746.0	1638984.0	1693870.0	1763076.0	1827367.0	1875562.0	1929126.0	1978411.0	2020521.0	2068958.0	2113363.0	2157198.0	2188270.0	2251084.0	2300462.0	2327450.0	2364707.0	2405653.0	2447018.0	2459022.0	2500085.0	2520691.0	2554520.0	2587301.0	2597352.0	2634105.0	2669062.0	2696518.0	2744736.0	2771853.0	2807746.0	2848580.0	2880340.0	2913314.0	2929468.0	2985870.0	3017753.0	3055492.0	3082760.0	3127024.0	3149462.0	3196017.0	3253003.0	3291817.0	3328384.0	3373555.0	3436733.0	3491411.0	3535919.0	3590809.0	3648315.0	3702364.0	3775422.0	3831822.0	3874698.0	3943618.0	3991185.0	4045745.0	4082034.0	4119141.0	4191113.0	4250582.0	4287187.0	4356871.0	4418909.0	4458513.0	4508377.0	4582476.0	4652099.0	4706692.0	4755060.0	4851396.0	4912552.0	4983448.0	5059947.0	5127208.0	5232772.0	5296787.0	5363304.0	5437524.0	5514206.0	5580291.0	5664506.0	5748427.0	5819556.0	5884107.0	5939348.0	6030691.0	6075031.0	6121212.0	6169257.0	6222459.0	6269538.0	6299827.0	6265047.0	6224218.0
PREP0311_NMeji15612A_F06v1_366488_g_S46_L003_aligned.sorted	4678952.0	5326442.0	5829349.0	6233676.0	6608355.0	6948752.0	7246145.0	7561172.0	7817767.0	8048142.0	8259601.0	8433842.0	8575809.0	8706636.0	8841530.0	8986775.0	9099832.0	9203612.0	9336127.0	9432701.0	9490123.0	9576560.0	9668021.0	9759544.0	9807433.0	9886194.0	9925594.0	9978478.0	10062047.0	10126254.0	10203666.0	10288623.0	10308507.0	10354171.0	10400298.0	10426816.0	10489024.0	10497021.0	10512781.0	10546153.0	10571759.0	10628556.0	10621432.0	10667992.0	10669990.0	10691815.0	10726356.0	10728092.0	10757789.0	10801763.0	10820482.0	10809177.0	10834952.0	10831492.0	10856222.0	10879146.0	10925911.0	10953934.0	10970448.0	10971394.0	10997416.0	11016265.0	11015378.0	10977485.0	11026293.0	11025121.0	10986950.0	10988916.0	11005885.0	11013416.0	10974664.0	10965077.0	11009125.0	10996791.0	11008899.0	11016334.0	10999903.0	11019953.0	10984703.0	11011700.0	10998013.0	10961847.0	10972394.0	10945746.0	10960859.0	10939053.0	10896675.0	10875236.0	10825135.0	10765825.0	10644589.0	10592102.0	10531601.0	10435866.0	10365384.0	10237548.0	10120238.0	9984747.0	9805999.0	9550533.0
PREP0311_NMeji15612A_F07v1_366493_br_S54_L003_aligned.sorted	2149222.0	2400676.0	2599150.0	2760280.0	2922860.0	3067390.0	3152926.0	3305652.0	3442794.0	3524692.0	3619365.0	3716254.0	3797356.0	3859347.0	3940641.0	4025433.0	4106840.0	4168000.0	4249024.0	4300171.0	4357666.0	4421927.0	4464291.0	4518900.0	4565337.0	4618019.0	4641376.0	4703843.0	4752195.0	4800479.0	4845638.0	4880964.0	4901611.0	4939239.0	4981030.0	5031390.0	5087519.0	5113714.0	5127256.0	5172257.0	5211846.0	5246916.0	5269995.0	5312337.0	5339147.0	5388483.0	5433496.0	5454489.0	5485414.0	5519519.0	5556836.0	5584839.0	5630455.0	5673582.0	5713112.0	5754392.0	5781030.0	5839070.0	5875184.0	5908805.0	5952452.0	5975756.0	6008351.0	6021240.0	6073284.0	6092860.0	6088742.0	6114249.0	6155045.0	6181269.0	6192678.0	6236728.0	6274452.0	6297285.0	6331771.0	6386656.0	6429567.0	6469697.0	6498841.0	6574449.0	6617362.0	6651339.0	6681008.0	6682161.0	6743191.0	6778323.0	6801802.0	6825023.0	6847410.0	6918917.0	6981924.0	6993730.0	6964410.0	6964459.0	6975818.0	6984471.0	7032417.0	6975839.0	6981504.0	6877657.0
PREP0311_NMeji15612A_F08v1_365326_e_S62_L003_aligned.sorted	3381094.0	3724757.0	3920467.0	4213479.0	4241683.0	4562273.0	4533958.0	4667319.0	4887145.0	5022152.0	5161699.0	5284969.0	5429848.0	5497392.0	5596439.0	5715565.0	5865213.0	5965171.0	6167736.0	6265083.0	6324366.0	6389413.0	6427478.0	6480069.0	6529437.0	6579403.0	6617239.0	6614310.0	6707509.0	6793039.0	6832204.0	6879431.0	6869203.0	6892620.0	6932891.0	6970862.0	7024318.0	7036251.0	7050723.0	7083721.0	7076370.0	7142951.0	7130401.0	7183516.0	7211438.0	7251162.0	7270407.0	7278485.0	7292028.0	7329077.0	7352034.0	7364511.0	7412624.0	7447812.0	7481570.0	7511671.0	7527723.0	7550453.0	7580957.0	7569899.0	7435276.0	7324769.0	7336054.0	7371855.0	7602186.0	7614337.0	7570564.0	7572231.0	7628070.0	7638595.0	7644017.0	7648348.0	7732748.0	7759492.0	7832095.0	7885521.0	7915954.0	7911659.0	7944377.0	8000457.0	7991702.0	8030393.0	8088464.0	8100185.0	8122114.0	8133975.0	8162967.0	8153108.0	7995491.0	7949291.0	7884260.0	7793191.0	7745183.0	7803273.0	7853988.0	7767156.0	7748176.0	7659944.0	7622379.0	7463489.0
PREP0311_NMeji15612A_G01v1_20930_bl_S7_L003_aligned.sorted	1341363.0	1501264.0	1610488.0	1676960.0	1750135.0	1806711.0	1862809.0	1931529.0	1982707.0	2023394.0	2079427.0	2139744.0	2196710.0	2226372.0	2256104.0	2271744.0	2326499.0	2394651.0	2446467.0	2442339.0	2434257.0	2512615.0	2547255.0	2541243.0	2509802.0	2518421.0	2541482.0	2553535.0	2609311.0	2630459.0	2678111.0	2714570.0	2711187.0	2731131.0	2762280.0	2790416.0	2805205.0	2836828.0	2893477.0	2917059.0	2884144.0	2888225.0	2893114.0	2887843.0	2896502.0	2913443.0	2926441.0	2939147.0	2896402.0	2887309.0	2912050.0	2934410.0	2983826.0	2968253.0	2985970.0	3007911.0	3025568.0	3014147.0	3031068.0	3047717.0	3040804.0	3061240.0	3075845.0	3070000.0	3068829.0	3058862.0	3055746.0	3067124.0	3090428.0	3099610.0	3110502.0	3141148.0	3161234.0	3174044.0	3209047.0	3257878.0	3255459.0	3255054.0	3268605.0	3266302.0	3259233.0	3246088.0	3266528.0	3297761.0	3341233.0	3386117.0	3427670.0	3428721.0	3466756.0	3488524.0	3481621.0	3512430.0	3515201.0	3506288.0	3511830.0	3534748.0	3578051.0	3561839.0	3426898.0	3386814.0
PREP0311_NMeji15612A_G02v1_366499_h_S15_L003_aligned.sorted	1709195.0	1919778.0	2072923.0	2177993.0	2275690.0	2366584.0	2455232.0	2547070.0	2621622.0	2687741.0	2760570.0	2835690.0	2897999.0	2960897.0	3010481.0	3055787.0	3102862.0	3137881.0	3171567.0	3237382.0	3272277.0	3308724.0	3342556.0	3366230.0	3404799.0	3437969.0	3454514.0	3482772.0	3525110.0	3554299.0	3587772.0	3602600.0	3622182.0	3653870.0	3674669.0	3701953.0	3725962.0	3728774.0	3697794.0	3735139.0	3738418.0	3755239.0	3759866.0	3778701.0	3778752.0	3796310.0	3826794.0	3828091.0	3846151.0	3843721.0	3889173.0	3905024.0	3911087.0	3941126.0	3942691.0	3968590.0	3990585.0	4013224.0	4031861.0	4063272.0	4093895.0	4098360.0	4126546.0	4109830.0	4150036.0	4184004.0	4185576.0	4205210.0	4215610.0	4209747.0	4214283.0	4236006.0	4260260.0	4277616.0	4303392.0	4327782.0	4326801.0	4360047.0	4366053.0	4399395.0	4413668.0	4432584.0	4444183.0	4448826.0	4452883.0	4464898.0	4466808.0	4471266.0	4468704.0	4482640.0	4443098.0	4460756.0	4445841.0	4415566.0	4386782.0	4381171.0	4410279.0	4385562.0	4349484.0	4300851.0
PREP0311_NMeji15612A_G03v1_365337_h_S23_L003_aligned.sorted	2629969.0	2976766.0	3228701.0	3395002.0	3554576.0	3717641.0	3875321.0	4027099.0	4129880.0	4238594.0	4354362.0	4464448.0	4553581.0	4642509.0	4725940.0	4801350.0	4851418.0	4887443.0	4924117.0	5011822.0	5063183.0	5104550.0	5167442.0	5234323.0	5277155.0	5326164.0	5355834.0	5394536.0	5458977.0	5489008.0	5560317.0	5571034.0	5589871.0	5625325.0	5657203.0	5692613.0	5731672.0	5730136.0	5689048.0	5721403.0	5708430.0	5712781.0	5705849.0	5719552.0	5718452.0	5732306.0	5764049.0	5761109.0	5784397.0	5772843.0	5832202.0	5840366.0	5846796.0	5870508.0	5878419.0	5900144.0	5913294.0	5908073.0	5932600.0	5954968.0	5977452.0	5970587.0	5983448.0	5943053.0	5995793.0	6042236.0	6046799.0	6069365.0	6100661.0	6104814.0	6096203.0	6103374.0	6104265.0	6119441.0	6119591.0	6134192.0	6136589.0	6145173.0	6123516.0	6133792.0	6137505.0	6135068.0	6148427.0	6126313.0	6130646.0	6130928.0	6125150.0	6124443.0	6115632.0	6123798.0	6073502.0	6068808.0	6019868.0	5948215.0	5885195.0	5871138.0	5913151.0	5847589.0	5760099.0	5657506.0
PREP0311_NMeji15612A_G04v1_366493_l_S31_L003_aligned.sorted	1420878.0	1575294.0	1688583.0	1773229.0	1870986.0	1947060.0	2011092.0	2080769.0	2153361.0	2195918.0	2247349.0	2302344.0	2335528.0	2384810.0	2426979.0	2481253.0	2519754.0	2582152.0	2648729.0	2684414.0	2725261.0	2766885.0	2814806.0	2822108.0	2881396.0	2909995.0	2945151.0	2980766.0	2991942.0	3030642.0	3061802.0	3089068.0	3138498.0	3171066.0	3210320.0	3265511.0	3298012.0	3336611.0	3340020.0	3410325.0	3446904.0	3484171.0	3508281.0	3550886.0	3571638.0	3616641.0	3667501.0	3706677.0	3758805.0	3806680.0	3869427.0	3918398.0	3953755.0	4003932.0	4065141.0	4121510.0	4189618.0	4249884.0	4295469.0	4364747.0	4407839.0	4466420.0	4503992.0	4538984.0	4607926.0	4671527.0	4707020.0	4768723.0	4829804.0	4864505.0	4902005.0	4973177.0	5029841.0	5066303.0	5118458.0	5212418.0	5272986.0	5334416.0	5411770.0	5466865.0	5559129.0	5625147.0	5673786.0	5731748.0	5806925.0	5852081.0	5921521.0	5984815.0	6043559.0	6093106.0	6127366.0	6207102.0	6226457.0	6253576.0	6294727.0	6321643.0	6342425.0	6329772.0	6287760.0	6263767.0
PREP0311_NMeji15612A_G05v1_365327_l_S39_L003_aligned.sorted	3185636.0	3559462.0	3842426.0	4077018.0	4295929.0	4452384.0	4586208.0	4712064.0	4854653.0	4930625.0	5057775.0	5138792.0	5195749.0	5277529.0	5336744.0	5430500.0	5460278.0	5528965.0	5625006.0	5658841.0	5707195.0	5738942.0	5787705.0	5807984.0	5888801.0	5916018.0	5952365.0	5990716.0	5999946.0	6029970.0	6066436.0	6078145.0	6107126.0	6119062.0	6161775.0	6196995.0	6212509.0	6211676.0	6230862.0	6245975.0	6251380.0	6273055.0	6278932.0	6287640.0	6277629.0	6312442.0	6352070.0	6394011.0	6427308.0	6434089.0	6472950.0	6481192.0	6490687.0	6512605.0	6565733.0	6580490.0	6632312.0	6656671.0	6690891.0	6739173.0	6754258.0	6773742.0	6757291.0	6740156.0	6732234.0	6765651.0	6737214.0	6731826.0	6759005.0	6758868.0	6748342.0	6759974.0	6759229.0	6745318.0	6736850.0	6752235.0	6758649.0	6766384.0	6749991.0	6730351.0	6758781.0	6758766.0	6764766.0	6747967.0	6766256.0	6747144.0	6743630.0	6757154.0	6739435.0	6701315.0	6646376.0	6636081.0	6565170.0	6503179.0	6442105.0	6392924.0	6324909.0	6250598.0	6145158.0	6034290.0
PREP0311_NMeji15612A_G06v1_365337_g_S47_L003_aligned.sorted	3711078.0	4172397.0	4518990.0	4782352.0	5047982.0	5275699.0	5469762.0	5664574.0	5816349.0	5964395.0	6098264.0	6226787.0	6333691.0	6434906.0	6535799.0	6626175.0	6693348.0	6766253.0	6866079.0	6932093.0	6993686.0	7054820.0	7118813.0	7181288.0	7229522.0	7301614.0	7345337.0	7385181.0	7430561.0	7477235.0	7509950.0	7547182.0	7548190.0	7593304.0	7637085.0	7679896.0	7720330.0	7740574.0	7742697.0	7767573.0	7784796.0	7842962.0	7840085.0	7869767.0	7891386.0	7927667.0	7960910.0	7966404.0	8014784.0	8043644.0	8077373.0	8100187.0	8136379.0	8155461.0	8217266.0	8238585.0	8293117.0	8343794.0	8372425.0	8404557.0	8418934.0	8431644.0	8443910.0	8425305.0	8483548.0	8518288.0	8504736.0	8532313.0	8556972.0	8569502.0	8573981.0	8591927.0	8647208.0	8654063.0	8673868.0	8729054.0	8737799.0	8770097.0	8753603.0	8789242.0	8785638.0	8786729.0	8785092.0	8781886.0	8813247.0	8810512.0	8818877.0	8817684.0	8804422.0	8775874.0	8708877.0	8678836.0	8662254.0	8630251.0	8590739.0	8552260.0	8523031.0	8446827.0	8358228.0	8188785.0
PREP0311_NMeji15612A_G07v1_366488_br_S55_L003_aligned.sorted	2783506.0	3118305.0	3381737.0	3594437.0	3799138.0	3990514.0	4097532.0	4276078.0	4450052.0	4557630.0	4684265.0	4797900.0	4897071.0	4971333.0	5070575.0	5179877.0	5281789.0	5347313.0	5450116.0	5509944.0	5574386.0	5640605.0	5681479.0	5742407.0	5803629.0	5863688.0	5886429.0	5954579.0	6004383.0	6059714.0	6112450.0	6152025.0	6168326.0	6205926.0	6254793.0	6307253.0	6371151.0	6394024.0	6395665.0	6438358.0	6475025.0	6512620.0	6535608.0	6580576.0	6609981.0	6654165.0	6700546.0	6716673.0	6752807.0	6786898.0	6837137.0	6856025.0	6896505.0	6938684.0	6962262.0	7010898.0	7039103.0	7102046.0	7144293.0	7168173.0	7204048.0	7223028.0	7263688.0	7272673.0	7330021.0	7343109.0	7326133.0	7352029.0	7405580.0	7430642.0	7442825.0	7483556.0	7525653.0	7546897.0	7577560.0	7643905.0	7684535.0	7732304.0	7760410.0	7836749.0	7875503.0	7900379.0	7925903.0	7911899.0	7964883.0	8004520.0	8026876.0	8052862.0	8062319.0	8129633.0	8166715.0	8163694.0	8124319.0	8115959.0	8119657.0	8127422.0	8165548.0	8086644.0	8087701.0	7970414.0
PREP0311_NMeji15612A_H01v1_10831_bl_S8_L003_aligned.sorted	1431132.0	1608386.0	1741433.0	1835627.0	1926255.0	1995540.0	2059619.0	2148565.0	2208572.0	2258380.0	2321185.0	2382462.0	2437138.0	2477994.0	2522256.0	2550387.0	2599143.0	2657913.0	2699638.0	2714485.0	2717382.0	2759468.0	2793919.0	2814271.0	2810039.0	2827864.0	2852110.0	2876400.0	2907819.0	2928443.0	2965370.0	3001313.0	3011588.0	3022772.0	3054015.0	3084709.0	3102508.0	3133725.0	3167465.0	3194548.0	3185661.0	3204146.0	3217100.0	3231422.0	3242498.0	3273566.0	3286539.0	3288193.0	3271883.0	3278216.0	3315823.0	3334092.0	3382403.0	3387642.0	3416711.0	3451003.0	3476504.0	3466256.0	3484054.0	3510470.0	3509801.0	3535434.0	3559726.0	3561316.0	3557331.0	3543284.0	3541281.0	3558280.0	3590840.0	3609376.0	3620202.0	3649034.0	3673219.0	3695760.0	3722988.0	3783278.0	3792360.0	3808681.0	3829332.0	3813828.0	3809658.0	3798092.0	3809032.0	3854757.0	3905007.0	3958189.0	3991298.0	4002199.0	4047963.0	4075896.0	4078393.0	4116566.0	4132592.0	4125909.0	4139314.0	4143816.0	4182327.0	4186475.0	4025205.0	3958520.0
PREP0311_NMeji15612A_H02v1_366498_h_S16_L003_aligned.sorted	770743.0	866121.0	927433.0	967883.0	1014405.0	1049649.0	1089282.0	1124300.0	1154764.0	1178450.0	1205327.0	1241353.0	1276687.0	1305758.0	1345063.0	1381119.0	1431585.0	1491214.0	1539637.0	1545934.0	1551502.0	1608607.0	1630920.0	1609282.0	1589625.0	1578087.0	1585380.0	1594492.0	1616870.0	1637285.0	1676852.0	1702474.0	1721058.0	1728712.0	1748319.0	1770125.0	1789898.0	1816525.0	1843562.0	1862243.0	1855915.0	1866552.0	1871756.0	1879670.0	1875956.0	1909636.0	1942909.0	1994769.0	1975589.0	1980759.0	2008711.0	2037606.0	2069531.0	2078269.0	2112488.0	2142990.0	2183321.0	2205508.0	2215014.0	2239936.0	2251903.0	2274911.0	2303871.0	2314812.0	2343865.0	2363380.0	2376236.0	2403153.0	2433446.0	2448916.0	2464801.0	2508415.0	2550421.0	2570743.0	2605075.0	2649998.0	2681296.0	2712801.0	2749620.0	2783972.0	2814091.0	2831102.0	2881091.0	2925213.0	2981037.0	3031305.0	3071338.0	3099663.0	3151300.0	3188124.0	3195420.0	3255536.0	3303874.0	3339489.0	3374426.0	3420588.0	3470823.0	3526609.0	3556679.0	3568619.0
PREP0311_NMeji15612A_H03v1_365327_h_S24_L003_aligned.sorted	2811845.0	3210143.0	3476460.0	3648249.0	3817934.0	3989367.0	4147756.0	4303980.0	4397039.0	4505330.0	4634605.0	4751973.0	4844692.0	4938942.0	5028314.0	5109714.0	5153982.0	5177606.0	5217870.0	5310622.0	5360804.0	5393323.0	5445742.0	5504714.0	5546804.0	5594939.0	5627215.0	5660812.0	5719391.0	5747598.0	5811222.0	5815576.0	5825405.0	5863997.0	5898286.0	5930006.0	5962735.0	5961990.0	5906680.0	5942233.0	5930718.0	5929169.0	5915163.0	5921521.0	5911273.0	5925226.0	5947049.0	5941735.0	5954356.0	5938359.0	5997284.0	6003537.0	6005846.0	6030527.0	6040326.0	6061969.0	6080333.0	6095426.0	6112504.0	6125531.0	6146894.0	6134997.0	6158079.0	6114955.0	6164043.0	6209547.0	6219613.0	6238480.0	6266855.0	6263809.0	6253559.0	6253372.0	6260077.0	6278436.0	6269933.0	6277982.0	6275971.0	6285895.0	6274570.0	6291140.0	6308031.0	6313053.0	6324873.0	6294943.0	6294001.0	6291936.0	6290421.0	6297374.0	6290031.0	6292008.0	6238195.0	6231013.0	6168713.0	6081902.0	6023437.0	6021807.0	6080657.0	6013078.0	5916028.0	5812573.0
PREP0311_NMeji15612A_H04v1_366490_l_S32_L003_aligned.sorted	1813206.0	2019948.0	2183381.0	2327534.0	2465529.0	2565873.0	2664770.0	2763709.0	2869289.0	2940561.0	3031347.0	3104012.0	3158291.0	3238156.0	3295660.0	3374972.0	3426383.0	3502379.0	3598587.0	3649465.0	3709273.0	3758287.0	3810511.0	3841391.0	3916728.0	3956495.0	3999823.0	4049413.0	4072797.0	4118264.0	4174349.0	4212923.0	4270437.0	4321873.0	4370720.0	4432313.0	4478291.0	4502719.0	4531961.0	4584798.0	4617293.0	4669177.0	4696589.0	4746269.0	4769497.0	4816411.0	4872632.0	4925616.0	4980106.0	5018820.0	5083603.0	5129417.0	5158603.0	5220299.0	5284370.0	5330325.0	5402166.0	5454551.0	5503731.0	5571794.0	5615244.0	5677032.0	5709671.0	5726629.0	5779303.0	5851183.0	5886629.0	5919657.0	5971933.0	6001297.0	6021060.0	6086532.0	6143425.0	6181996.0	6219537.0	6290856.0	6347587.0	6395999.0	6430643.0	6462327.0	6538226.0	6576237.0	6617224.0	6653746.0	6708755.0	6738792.0	6799093.0	6857369.0	6903397.0	6910089.0	6902226.0	6948240.0	6920223.0	6891356.0	6883285.0	6887862.0	6884579.0	6858609.0	6776704.0	6708231.0
PREP0311_NMeji15612A_H05v1_365339_l_S40_L003_aligned.sorted	2603246.0	2926017.0	3169627.0	3371700.0	3561201.0	3684392.0	3826734.0	3959359.0	4108395.0	4208092.0	4326642.0	4400367.0	4461887.0	4550663.0	4628824.0	4707494.0	4750824.0	4832110.0	4940980.0	4980094.0	5041107.0	5092963.0	5155907.0	5170470.0	5245911.0	5279033.0	5313358.0	5363371.0	5388372.0	5423765.0	5471460.0	5515594.0	5567018.0	5589881.0	5633418.0	5662039.0	5691125.0	5705532.0	5739163.0	5760235.0	5784012.0	5820707.0	5833875.0	5853587.0	5855653.0	5909131.0	5969058.0	6013411.0	6063533.0	6100140.0	6152339.0	6194682.0	6218972.0	6256173.0	6319431.0	6367098.0	6441807.0	6485939.0	6527032.0	6591243.0	6628646.0	6671999.0	6667347.0	6665605.0	6686867.0	6736634.0	6735477.0	6754460.0	6795145.0	6801805.0	6801927.0	6834501.0	6847569.0	6864593.0	6888714.0	6938724.0	6976642.0	7010679.0	7026937.0	7029827.0	7088696.0	7093228.0	7128653.0	7120553.0	7135434.0	7134458.0	7150950.0	7198927.0	7195253.0	7184049.0	7160335.0	7188573.0	7164405.0	7126493.0	7100414.0	7080747.0	7053389.0	6990968.0	6883748.0	6759039.0
PREP0311_NMeji15612A_H06v1_365335_g_S48_L003_aligned.sorted	4757377.0	5444771.0	5980430.0	6414419.0	6827200.0	7203973.0	7516095.0	7830111.0	8107972.0	8347626.0	8574215.0	8757498.0	8909667.0	9066698.0	9226941.0	9380224.0	9502743.0	9626115.0	9768092.0	9874831.0	9937128.0	10029195.0	10127313.0	10204316.0	10259576.0	10345726.0	10389396.0	10450179.0	10534375.0	10599274.0	10688326.0	10777731.0	10807254.0	10856196.0	10903670.0	10933293.0	10995451.0	10994480.0	11017864.0	11034584.0	11045955.0	11092761.0	11077530.0	11137304.0	11141857.0	11181552.0	11212275.0	11201109.0	11233572.0	11278667.0	11285308.0	11273222.0	11281538.0	11262707.0	11285632.0	11292947.0	11333353.0	11345028.0	11360431.0	11367915.0	11397864.0	11425635.0	11428108.0	11393286.0	11443288.0	11435943.0	11388039.0	11382922.0	11404088.0	11412558.0	11390014.0	11371203.0	11426510.0	11416413.0	11422311.0	11436455.0	11432971.0	11440372.0	11383797.0	11409594.0	11399077.0	11372499.0	11378825.0	11352072.0	11380658.0	11366331.0	11334590.0	11315706.0	11273408.0	11230025.0	11112551.0	11055849.0	11008982.0	10898278.0	10803860.0	10652945.0	10512937.0	10353349.0	10150978.0	9875825.0
PREP0311_NMeji15612A_H07v1_366487_br_S56_L003_aligned.sorted	3115074.0	3519807.0	3824675.0	4071288.0	4306446.0	4517517.0	4660163.0	4853317.0	5041455.0	5162263.0	5303479.0	5430843.0	5534014.0	5621416.0	5735780.0	5862383.0	5978811.0	6043232.0	6148149.0	6214552.0	6270473.0	6337213.0	6382701.0	6437661.0	6491561.0	6543566.0	6564220.0	6646155.0	6704847.0	6758405.0	6804623.0	6840540.0	6844350.0	6881995.0	6927852.0	6971133.0	7032088.0	7053694.0	7050995.0	7097544.0	7138322.0	7176231.0	7194887.0	7233754.0	7268533.0	7310048.0	7355485.0	7360838.0	7396429.0	7427372.0	7473657.0	7484298.0	7518819.0	7552227.0	7570850.0	7608867.0	7628164.0	7679574.0	7712011.0	7717481.0	7751583.0	7759374.0	7787671.0	7793283.0	7844894.0	7847569.0	7823314.0	7832898.0	7873165.0	7877387.0	7865601.0	7890032.0	7928691.0	7938935.0	7950477.0	8008666.0	8039956.0	8069779.0	8098937.0	8156723.0	8179251.0	8187359.0	8210614.0	8198146.0	8237086.0	8267345.0	8266008.0	8275049.0	8271494.0	8323892.0	8354710.0	8342816.0	8284193.0	8266946.0	8251802.0	8252714.0	8275017.0	8183982.0	8156619.0	8025884.0
